OrphaNumber,Disorder_Name,External_Source,External_ID,External_Mapping_Rel,External_Mapping_Status,Disorder_Synonyms
79144,Isolated congenital onychodysplasia,OMIM,605779,E (Exact mapping: the two concepts are equivalent),Validated,COIF|COIF syndrome|Congenital onychodysplasia of the index fingers|Iso-Kikuchi syndrome
79143,Isolated congenital anonychia,OMIM,107000,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Isolated anonychia
79143,Isolated congenital anonychia,OMIM,206800,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Isolated anonychia
79143,Isolated congenital anonychia,OMIM,614149,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Isolated anonychia
79159,Isobutyryl-CoA dehydrogenase deficiency,OMIM,611283,E (Exact mapping: the two concepts are equivalent),Validated,Isobutyric aciduria
79107,Developmental malformations-deafness-dystonia syndrome,OMIM,607371,E (Exact mapping: the two concepts are equivalent),Validated,Developmental malformations-hearing loss-dystonia syndrome
79106,Eiken syndrome,OMIM,600002,E (Exact mapping: the two concepts are equivalent),Validated,
566243,Resistance to thyroid hormone due to a mutation in thyroid hormone receptor beta,OMIM,145650,E (Exact mapping: the two concepts are equivalent),Validated,RTHb|Resistance to thyroid hormone beta|Resistance to thyroid hormone due to a mutation in TRb
566243,Resistance to thyroid hormone due to a mutation in thyroid hormone receptor beta,OMIM,188570,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,RTHb|Resistance to thyroid hormone beta|Resistance to thyroid hormone due to a mutation in TRb
566243,Resistance to thyroid hormone due to a mutation in thyroid hormone receptor beta,OMIM,274300,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,RTHb|Resistance to thyroid hormone beta|Resistance to thyroid hormone due to a mutation in TRb
79118,Neonatal diabetes-congenital hypothyroidism-congenital glaucoma-hepatic fibrosis-polycystic kidneys syndrome,OMIM,610199,E (Exact mapping: the two concepts are equivalent),Validated,
79113,Mandibulofacial dysostosis-microcephaly syndrome,OMIM,610536,E (Exact mapping: the two concepts are equivalent),Validated,"MFDM syndrome|Mandibulofacial dysostosis, Guion-Almeida type"
79102,Thyrotoxic periodic paralysis,OMIM,188580,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Thyrotoxic hypokalemic periodic paralysis
79102,Thyrotoxic periodic paralysis,OMIM,613239,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Thyrotoxic hypokalemic periodic paralysis
79102,Thyrotoxic periodic paralysis,OMIM,614834,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Thyrotoxic hypokalemic periodic paralysis
79101,Hyperprolinemia type 2,OMIM,239510,E (Exact mapping: the two concepts are equivalent),Validated,Delta-1-pyrroline-5-carboxylate dehydrogenase deficiency
79100,Atrophoderma vermiculata,OMIM,209700,E (Exact mapping: the two concepts are equivalent),Validated,Folliculitis ulerythematosa reticulate
79100,Atrophoderma vermiculata,OMIM,604093,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,Folliculitis ulerythematosa reticulate
79095,Congenital bile acid synthesis defect type 4,OMIM,214950,E (Exact mapping: the two concepts are equivalent),Validated,2-methylacyl-CoA racemase deficiency|AMACR deficiency|Alpha-methyl-acyl-CoA racemase deficiency|BASD4|Liver disease-retinitis pigmentosa-polyneuropathy-epilepsy syndrome
79095,Congenital bile acid synthesis defect type 4,OMIM,614307,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,2-methylacyl-CoA racemase deficiency|AMACR deficiency|Alpha-methyl-acyl-CoA racemase deficiency|BASD4|Liver disease-retinitis pigmentosa-polyneuropathy-epilepsy syndrome
79094,Grange syndrome,OMIM,602531,E (Exact mapping: the two concepts are equivalent),Validated,Grange occlusive arterial syndrome|Progressive arterial occlusive disease-hypertension-heart defects-bone fragility-brachysyndactyly syndrome
566175,Complement hyperactivation-angiopathic thrombosis-protein-losing enteropathy syndrome,OMIM,226300,E (Exact mapping: the two concepts are equivalent),Validated,CD55 deficiency|CHAPLE syndrome
79096,Pyridoxal phosphate-responsive seizures,OMIM,610090,E (Exact mapping: the two concepts are equivalent),Validated,PNPO deficiency|PNPO-related neonatal epileptic encephalopathy|Pyridoxal phosphate-dependent seizures|Pyridoxamine 5'-oxidase deficiency|Pyridoxamine 5'-phosphate oxidase deficiency
79141,Hereditary painful callosities,OMIM,114140,E (Exact mapping: the two concepts are equivalent),Validated,Keratosis palmoplantaris nummularis|PPK nummularis|Plamoplantar hyperkeratosis nummularis|Plamoplantar keratoderma nummularis
79134,DEND syndrome,OMIM,606176,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,Developmental delay-epilepsy-neonatal diabetes syndrome
79135,Episodic ataxia type 3,OMIM,606554,E (Exact mapping: the two concepts are equivalent),Validated,Episodic ataxia-vertigo-tinnitus-myokymia syndrome
79136,Episodic ataxia type 4,OMIM,606552,E (Exact mapping: the two concepts are equivalent),Validated,PATX|Periodic vestibulocerebellar ataxia
79137,Generalized epilepsy-paroxysmal dyskinesia syndrome,OMIM,609446,E (Exact mapping: the two concepts are equivalent),Validated,GEPD
79133,Focal facial dermal dysplasia type I,OMIM,136500,E (Exact mapping: the two concepts are equivalent),Validated,"Bitemporal aplasia cutis congenita|Brauer syndrome|FFDD type I|FFDD1|Focal facial dermal dysplasia 1, Brauer type|Focal facial dermal dysplasia type 1"
79124,Hepatic veno-occlusive disease-immunodeficiency syndrome,OMIM,235550,E (Exact mapping: the two concepts are equivalent),Validated,VODI syndrome
79126,Acute interstitial pneumonia,OMIM,178500,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,Acute interstitial pneumonitis|Hamman-Rich syndrome
79128,Lymphoid interstitial pneumonia,OMIM,247610,E (Exact mapping: the two concepts are equivalent),Validated,Lymphocytic interstitial pneumonia
77293,Chronic visceral acid sphingomyelinase deficiency,OMIM,607616,E (Exact mapping: the two concepts are equivalent),Validated,Chronic visceral ASMD|NPD-B|Niemann-Pick disease type B
77295,Odontoleukodystrophy,OMIM,607694,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,Dentoleukoencephalopathy|Leukodystrophy with oligodontia
77261,Gaucher disease type 3,OMIM,231000,E (Exact mapping: the two concepts are equivalent),Validated,"Cerebral juvenile and adult form of Gaucher disease|Chronic neuronopathic Gaucher disease|Gaucher disease, subacute neuronopathic type"
77292,Infantile neurovisceral acid sphingomyelinase deficiency,OMIM,257200,E (Exact mapping: the two concepts are equivalent),Validated,Infantile neurovisceral ASMD|NPD-A|Niemann-Pick disease type A
77298,Anophthalmia/microphthalmia-esophageal atresia syndrome,OMIM,206900,E (Exact mapping: the two concepts are equivalent),Validated,MCOPS3|Syndromic microphthalmia type 3
77299,Microphthalmia-brain atrophy syndrome,OMIM,611222,E (Exact mapping: the two concepts are equivalent),Validated,MCOPS10|MOBA syndrome|Syndromic microphthalmia type 10
77296,Morgagni-Stewart-Morel syndrome,OMIM,144800,E (Exact mapping: the two concepts are equivalent),Validated,Hyperostosis frontalis interna
77297,Majeed syndrome,OMIM,609628,E (Exact mapping: the two concepts are equivalent),Validated,Chronic recurrent multifocal osteomyelitis-congenital dyserythropoietic anemia-neutrophilic dermatosis syndrome
77302,Oculo-oto-facial dysplasia,OMIM,610332,E (Exact mapping: the two concepts are equivalent),Validated,
567548,Idiopathic steroid-resistant nephrotic syndrome,OMIM,619263,E (Exact mapping: the two concepts are equivalent),Validated,Idiopathic SRNS
79083,PPARG-related familial partial lipodystrophy,OMIM,604367,E (Exact mapping: the two concepts are equivalent),Validated,FPLD3|Familial partial lipodystrophy type 3|PPARG-related FPLD
79076,Juvenile polyposis of infancy,OMIM,175050,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,Infantile juvenile polyposis syndrome
79076,Juvenile polyposis of infancy,OMIM,612242,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,Infantile juvenile polyposis syndrome
79087,Acquired partial lipodystrophy,OMIM,608709,E (Exact mapping: the two concepts are equivalent),Validated,Barraquer-Simons syndrome|Progressive cephalothoracic lipodystrophy
79084,"Familial partial lipodystrophy, Köbberling type",OMIM,608600,E (Exact mapping: the two concepts are equivalent),Validated,FPLD1|Familial partial lipodystrophy type 1
79091,Hereditary inclusion body myopathy-joint contractures-ophthalmoplegia syndrome,OMIM,605637,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,HIBM3|Hereditary inclusion body myopathy type 3|IBM3|Inclusion body myopathy type 3
75327,North Carolina macular dystrophy,OMIM,136550,E (Exact mapping: the two concepts are equivalent),Validated,"CAPE dystrophy|CAPED|Central areolar pigment epithelial dystrophy|Central retinal pigment epithelial dystrophy|MCDR1|NCMD|North Carolina macular dystrophy, retinal 1|Progressive foveal dystrophy"
75373,Progressive bifocal chorioretinal atrophy,OMIM,600790,E (Exact mapping: the two concepts are equivalent),Validated,CRAPB|PBCRA
75374,Bradyopsia,OMIM,608415,E (Exact mapping: the two concepts are equivalent),Validated,PERRS|Prolonged electroretinal response suppression
75376,Familial drusen,OMIM,126600,E (Exact mapping: the two concepts are equivalent),Validated,DHRD|Dominant drusen|Dominant radial drusen|Doyne honeycomb retinal dystrophy|Malattia leventinese
75376,Familial drusen,OMIM,126700,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,DHRD|Dominant drusen|Dominant radial drusen|Doyne honeycomb retinal dystrophy|Malattia leventinese
75377,Central areolar choroidal dystrophy,OMIM,215500,E (Exact mapping: the two concepts are equivalent),Validated,Areolar atrophy of the macula|CACD|Central areolar choroidal sclerosis
75377,Central areolar choroidal dystrophy,OMIM,613105,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Areolar atrophy of the macula|CACD|Central areolar choroidal sclerosis
75377,Central areolar choroidal dystrophy,OMIM,613144,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Areolar atrophy of the macula|CACD|Central areolar choroidal sclerosis
75381,Cystoid macular dystrophy,OMIM,153880,E (Exact mapping: the two concepts are equivalent),Validated,Autosomal dominant cystoid macular edema|DCMD|Familial macular edema
75382,Oguchi disease,OMIM,258100,E (Exact mapping: the two concepts are equivalent),Validated,"Congenital stationary night blindness, Oguchi type|Oguchi syndrome"
75382,Oguchi disease,OMIM,613411,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,"Congenital stationary night blindness, Oguchi type|Oguchi syndrome"
75391,Primary immunodeficiency with natural-killer cell deficiency and adrenal insufficiency,OMIM,609981,E (Exact mapping: the two concepts are equivalent),Validated,Primary immunodeficiency due to MCM4 deficiency
75392,Periodontal Ehlers-Danlos syndrome,OMIM,617174,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,"EDS VIII|Ehlers-Danlos syndrome type 8|Ehlers-Danlos syndrome, periodontitis type|Periodontal EDS|pEDS"
75392,Periodontal Ehlers-Danlos syndrome,OMIM,130080,E (Exact mapping: the two concepts are equivalent),Validated,"EDS VIII|Ehlers-Danlos syndrome type 8|Ehlers-Danlos syndrome, periodontitis type|Periodontal EDS|pEDS"
75496,B4GALT7-related spondylodysplastic Ehlers-Danlos syndrome,OMIM,615349,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,B4GALT7-related spondylodysplastic EDS|EDS progeroid type 1|EDS with short stature and limb anomalies|spEDS-B4GALT7
75496,B4GALT7-related spondylodysplastic Ehlers-Danlos syndrome,OMIM,130070,ND (not yet decided/unable to decide),Validated,B4GALT7-related spondylodysplastic EDS|EDS progeroid type 1|EDS with short stature and limb anomalies|spEDS-B4GALT7
75497,X-linked Ehlers-Danlos syndrome,OMIM,305200,E (Exact mapping: the two concepts are equivalent),Validated,EDS V|Ehlers-Danlos syndrome type 5|X-linked EDS
75563,X-linked sideroblastic anemia,OMIM,300751,E (Exact mapping: the two concepts are equivalent),Validated,XLSA
75790,Pollitt syndrome,OMIM,275550,E (Exact mapping: the two concepts are equivalent),Validated,Trichorrhexis nodosa syndrome|Trichothiodystrophy type C|Trichothiodystrophy-neurocutaneous syndrome syndrome
75840,"Congenital muscular dystrophy, Ullrich type",OMIM,254090,E (Exact mapping: the two concepts are equivalent),Validated,Scleroatonic muscular dystrophy|UCMD|Ullrich disease
75840,"Congenital muscular dystrophy, Ullrich type",OMIM,616470,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Scleroatonic muscular dystrophy|UCMD|Ullrich disease
75858,MORM syndrome,OMIM,610156,E (Exact mapping: the two concepts are equivalent),Validated,Intellectual disability-truncal obesity-retinal dystrophy-micropenis syndrome
77258,Trichorhinophalangeal syndrome type 1 and 3,OMIM,190350,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
77258,Trichorhinophalangeal syndrome type 1 and 3,OMIM,190351,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
77243,NON RARE IN EUROPE: Lipedema,OMIM,614103,E (Exact mapping: the two concepts are equivalent),Validated,
77260,Gaucher disease type 2,OMIM,230900,E (Exact mapping: the two concepts are equivalent),Validated,Acute neuronopathic Gaucher disease|Infantile cerebral Gaucher disease
77259,Gaucher disease type 1,OMIM,230800,E (Exact mapping: the two concepts are equivalent),Validated,Non-cerebral juvenile Gaucher disease
73271,Bleeding diathesis due to a collagen receptor defect,OMIM,614200,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
73271,Bleeding diathesis due to a collagen receptor defect,OMIM,614201,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
73272,Growth delay due to insulin-like growth factor type 1 deficiency,OMIM,608747,E (Exact mapping: the two concepts are equivalent),Validated,Growth delay-deafness-intellectual disability syndrome|Growth delay-hearing loss-intellectual disability syndrome|IGF-1 deficiency|Primary insulin-like growth factor deficiency
73273,Growth delay due to insulin-like growth factor I resistance,OMIM,270450,E (Exact mapping: the two concepts are equivalent),Validated,Resistance to IGF-1
75326,Retinal arterial tortuosity,OMIM,180000,E (Exact mapping: the two concepts are equivalent),Validated,Familial isolated retinal arterial tortuosity|Retinal arteriolar tortuosity|Retinal hemorrhage with vascular tortuosity|Tortuosity of retinal arteries
75325,Osteosclerosis-ichthyosis-premature ovarian failure syndrome,OMIM,609993,E (Exact mapping: the two concepts are equivalent),Validated,Sclerosing dysplasia of bone-ichthyosis-premature ovarian failure syndrome
75249,Familial isolated restrictive cardiomyopathy,OMIM,115210,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Familial or idiopathic restrictive cardiomyopathy
75249,Familial isolated restrictive cardiomyopathy,OMIM,609578,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Familial or idiopathic restrictive cardiomyopathy
75249,Familial isolated restrictive cardiomyopathy,OMIM,612422,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Familial or idiopathic restrictive cardiomyopathy
75249,Familial isolated restrictive cardiomyopathy,OMIM,615248,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,Familial or idiopathic restrictive cardiomyopathy
75249,Familial isolated restrictive cardiomyopathy,OMIM,617047,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,Familial or idiopathic restrictive cardiomyopathy
75234,Cholesteryl ester storage disease,OMIM,278000,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,Cholesterol ester storage disease
75233,Wolman disease,OMIM,278000,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,
71290,Familial platelet disorder with associated myeloid malignancy,OMIM,616216,E (Exact mapping: the two concepts are equivalent),Validated,FPD/AML|FPDMM|FPS/AML|Familial platelet disorder with predisposition to acute myelogenous leukemia|Familial platelet disorder with predisposition to myeloid malignancy|Familial platelet disorder with propensity to acute myeloid leukemia|Familial thrombocytopenia with propensity to acute myelogenous leukemia
